AADFYear,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
2010,37882,South West,Devon,A30,TR,292000,88665,A377,M5 Jct 31,3.6,2.23,1,246,31432,119,5511,713,304,74,135,257,990,2473,39781
2010,47077,South West,Devon,A377,PU,290930,95000,B3183 New North Road,A396,1.2,0.74,159,175,10857,223,1444,166,58,23,12,11,61,331,13030
2010,56192,South West,Devon,M5,TM,296300,90200,31,30,5.7,3.54,0,223,61511,251,9995,1724,490,217,335,754,2418,5938,77918
2010,56414,South West,Devon,A379,PR,296000,91040,A3015,M5 Jct 30,2.1,1.3,5,239,20717,80,3139,407,164,78,41,60,168,918,25093
2010,77996,South West,Devon,A379,PU,294400,89750,Glasshouse Lane,A3015 Topsham Road,0.5,0.31,281,627,28630,277,5457,463,181,45,33,48,139,909,35900
2010,77997,South West,Devon,A3015,PR,296530,93000,Moor Lane roundabout,M5 Jct 29,0.6,0.37,235,182,16837,91,2220,132,32,2,14,14,20,214,19544
2010,99845,South West,Devon,A3015,PU,294000,90610,A377 Frog Street,A379,3.9,2.42,268,231,21462,467,2030,179,33,14,8,6,34,274,24464
2010,99846,South West,Devon,A3015,PU,295301,91193,A379,Moor Lane roundabout,2.7,1.67,259,200,18503,100,2440,145,36,2,15,16,21,235,21478
2011,6407,South West,Devon,A379,PR,294000,89374,Sannerville Way Rndbt,Glasshouse Lane,0.9,0.55,222,702,23054,212,4828,523,109,40,45,85,79,881,29677
2011,16023,South West,Devon,M5,TM,296900,92000,30,29,1.8,1.11,0,340,56349,406,8491,1461,613,211,267,768,2646,5966,71552
2011,16382,South West,Devon,A379,PR,292400,88979,Bridge road/Sannerville Way Rndbt,A38 Mid Junction,3.5,2.17,29,176,12109,148,2507,293,75,28,25,18,133,572,15512
2011,16971,South West,Devon,A377,PU,291300,93000,A3015 Western Way,B3183 New North Road,2.1,1.3,105,177,9751,112,1722,170,114,44,11,14,100,453,12215
2011,16972,South West,Devon,A377,PU,291520,91000,B3123,A3015 Nr Frog St,1.7,1.05,181,481,17429,137,3317,300,109,48,31,42,173,703,22067
2011,18081,South West,Devon,A377,PR,291278,90303,A30,/B3123,0.6,0.37,18,182,17732,75,3103,322,87,34,26,37,193,699,21791
2011,26410,South West,Devon,A379,PU,294850,90300,A3015 Topsham Road,A3015,0.8,0.49,479,373,26146,121,4671,589,184,53,41,22,137,1026,32337
2011,37674,South West,Devon,A376,PR,297000,91160,M5 Jct 30,M5,0.7,0.43,92,391,32165,246,5966,788,249,149,101,146,203,1636,40404
2011,37882,South West,Devon,A30,TR,292000,88665,A377,M5 Jct 31,3.6,2.23,0,182,40127,98,5167,672,195,92,73,428,723,2183,47757
2011,47077,South West,Devon,A377,PU,290930,95000,B3183 New North Road,A396,1.2,0.74,175,173,11031,242,1632,168,63,27,9,11,67,345,13423
2011,56192,South West,Devon,M5,TM,296300,90200,31,30,5.7,3.54,0,208,60219,263,10205,1694,519,240,259,747,2561,6020,76915
2011,56414,South West,Devon,A379,PR,296000,91040,A3015,M5 Jct 30,2.1,1.3,8,253,22081,68,3325,551,113,77,45,119,96,1001,26728
2011,77996,South West,Devon,A379,PU,294400,89750,Glasshouse Lane,A3015 Topsham Road,0.5,0.31,246,780,25589,235,5358,580,120,44,49,95,87,975,32937
2011,77997,South West,Devon,A3015,PR,296530,93000,Moor Lane roundabout,M5 Jct 29,0.6,0.37,260,181,17107,99,2509,134,36,2,11,15,21,219,20115
2011,99845,South West,Devon,A3015,PU,294000,90610,A377 Frog Street,A379,3.9,2.42,295,229,21806,507,2294,182,36,16,6,6,37,283,25119
2011,99846,South West,Devon,A3015,PU,295301,91193,A379,Moor Lane roundabout,2.7,1.67,286,198,18799,108,2757,147,40,2,12,16,23,240,22102
2012,6407,South West,Devon,A379,PR,294000,89374,Sannerville Way Rndbt,Glasshouse Lane,0.9,0.55,207,651,22871,219,4993,516,116,45,33,81,80,871,29604
2012,16023,South West,Devon,M5,TM,296900,92000,30,29,1.8,1.11,0,133,54218,200,11572,2039,516,355,488,1588,1787,6773,72896
2012,16382,South West,Devon,A379,PR,292400,88979,Bridge road/Sannerville Way Rndbt,A38 Mid Junction,3.5,2.17,41,264,12761,121,2388,385,154,83,22,32,64,740,16274
2012,16971,South West,Devon,A377,PU,291300,93000,A3015 Western Way,B3183 New North Road,2.1,1.3,99,178,9606,124,1940,171,124,50,8,13,102,469,12318
2012,16972,South West,Devon,A377,PU,291520,91000,B3123,A3015 Nr Frog St,1.7,1.05,171,484,17171,152,3738,302,118,55,23,40,176,715,22259
2012,18081,South West,Devon,A377,PR,291278,90303,A30,/B3123,0.6,0.37,17,169,17591,77,3209,318,93,38,19,35,196,698,21745
2012,26410,South West,Devon,A379,PU,294850,90300,A3015 Topsham Road,A3015,0.8,0.49,40,288,25783,97,4484,576,153,161,21,28,292,1230,31882
2012,37674,South West,Devon,A376,PR,297000,91160,M5 Junction 30,M5,0.7,0.43,86,329,32477,283,5587,787,262,167,127,203,234,1779,40455
2012,37882,South West,Devon,A30,TR,292000,88665,A377,M5 Junction 31,3.6,2.23,0,169,39808,101,5344,663,207,102,54,405,733,2166,47588
2012,47077,South West,Devon,A377,PU,290930,95000,B3183 New North Road,A396,1.2,0.74,166,174,10867,268,1839,169,68,31,7,10,68,354,13503
2012,56192,South West,Devon,M5,TM,296300,90200,31,30,5.7,3.54,0,430,59550,406,9327,1384,329,193,251,1495,1927,5580,75293
2012,56414,South West,Devon,A379,PR,296000,91040,A3015,M5 Junction 30,2.1,1.3,7,234,21905,70,3439,544,120,86,33,113,97,993,26642
2012,77996,South West,Devon,A379,PU,294400,89750,Glasshouse Lane,A3015 Topsham Road,0.5,0.31,230,722,25387,243,5543,573,129,49,37,89,89,966,32861
2012,77997,South West,Devon,A3015,PR,296530,93000,Moor Lane roundabout,M5 Junction 29,0.6,0.37,295,195,14467,90,1945,125,47,5,6,25,9,216,16914
2012,99845,South West,Devon,A3015,PU,294000,90610,A377 Frog Street,A379,3.9,2.42,279,230,21483,562,2585,184,39,18,4,6,38,289,25149
2012,99846,South West,Devon,A3015,PU,295301,91193,A379,Moor Lane roundabout,2.7,1.67,324,215,15897,99,2138,137,51,5,7,27,10,237,18587
2013,6407,South West,Devon,A379,PR,294000,89374,Sannerville Way Rndbt,Glasshouse Lane,0.9,0.6,931,526,24575,268,5576,481,194,83,12,65,76,911,31856
2013,16023,South West,Devon,M5,TM,296900,92000,30,29,1.8,1.1,0,139,55368,215,12325,2031,554,399,377,1568,1888,6817,74864
2013,16382,South West,Devon,A379,PR,292400,88979,Bridge road/Sannerville Way Rndbt,A38 Mid Junction,3.5,2.2,40,272,12733,119,2471,372,160,91,17,32,67,739,16334
2013,16971,South West,Devon,A377,PU,291300,93000,A3015 Western Way,B3183 New North Road,2.1,1.3,98,187,9608,140,1798,165,128,54,7,14,115,483,12216
2013,16972,South West,Devon,A377,PU,291520,91000,B3123,A3015 Nr Frog St,1.7,1.1,143,303,18066,99,3263,288,79,38,35,105,137,682,22413
2013,18081,South West,Devon,A377,PR,291278,90303,A30,/B3123,0.6,0.4,14,122,18625,83,4090,378,70,47,41,89,152,777,23697
2013,26410,South West,Devon,A379,PU,294850,90300,A3015 Topsham Road,A3015,0.8,0.5,40,303,25788,109,4155,553,158,174,17,29,329,1260,31615
2013,37674,South West,Devon,A376,PR,297000,91160,M5 Junction 30,M5,0.7,0.4,89,506,34069,266,5977,754,237,171,126,219,250,1757,42575
2013,37882,South West,Devon,A30,TR,292000,88665,A377,M5 Junction 31,3.6,2.2,0,174,39719,99,5530,641,216,112,42,399,773,2183,47705
2013,47077,South West,Devon,A377,PU,290930,95000,B3183 New North Road,A396,1.2,0.7,163,183,10870,302,1704,163,71,33,6,11,77,361,13420
2013,56192,South West,Devon,M5,TM,296300,90200,31,30,5.7,3.5,0,449,60813,435,9934,1378,354,216,194,1476,2037,5655,77286
2013,56414,South West,Devon,A379,PR,296000,91040,A3015,M5 Junction 30,2.1,1.3,2,278,21995,66,3793,464,155,89,35,71,132,946,27078
2013,77996,South West,Devon,A379,PU,294400,89750,Glasshouse Lane,A3015 Topsham Road,0.5,0.3,1034,584,27278,298,6189,534,216,92,13,72,84,1011,35360
2013,77997,South West,Devon,A3015,PR,296530,93000,Moor Lane roundabout,M5 Junction 29,0.6,0.4,291,206,14469,102,1802,120,48,5,5,26,10,214,16793
2013,99845,South West,Devon,A3015,PU,294000,90610,A377 Frog Street,A379,3.9,2.4,275,243,21487,632,2395,176,41,20,4,6,42,289,25046
2013,99846,South West,Devon,A3015,PU,295301,91193,A379,Moor Lane roundabout,2.7,1.7,320,226,15901,112,1981,132,53,6,6,28,11,236,18456
2014,6407,South West,Devon,A379,PR,294000,89374,Sannerville Way Rndbt,Glasshouse Lane,0.9,0.56,744,576,24513,279,5805,471,206,86,11,58,79,911,32084
2014,16023,South West,Devon,M5,TM,296900,92000,30,29,1.8,1.12,0,148,56860,225,13695,1891,559,397,373,1430,1989,6640,77568
2014,16382,South West,Devon,A379,PR,292400,88979,Bridge road/Sannerville Way Rndbt,A38 Mid Junction,3.5,2.17,32,298,12700,124,2572,364,170,95,16,28,69,744,16439
2014,16971,South West,Devon,A377,PU,291300,93000,A3015 Western Way,B3183 New North Road,2.1,1.3,95,181,9791,176,1910,142,120,50,7,13,124,456,12513
2014,16972,South West,Devon,A377,PU,291520,91000,B3123,A3015 Nr Frog St,1.7,1.06,139,292,18409,125,3467,249,74,35,35,99,148,639,22932
2014,18081,South West,Devon,A377,PR,291278,90303,A30,/B3123,0.6,0.37,11,134,18578,86,4259,370,74,49,39,79,158,769,23826
2014,26410,South West,Devon,A379,PU,294850,90300,A3015 Topsham Road,A3015,0.8,0.5,38,293,26278,136,4414,477,148,160,17,28,356,1185,32306
2014,37674,South West,Devon,A376,PR,297000,91160,M5 Junction 30,M5,0.7,0.43,68,294,31372,352,5690,756,208,258,74,85,405,1786,39493
2014,37882,South West,Devon,A30,TR,292000,88665,A377,M5 Junction 31,3.6,2.24,2,237,29727,141,6542,807,221,111,114,574,714,2540,39187
2014,47077,South West,Devon,A377,PU,290930,95000,B3183 New North Road,A396,1.2,0.75,159,177,11076,379,1810,140,66,31,6,10,83,336,13779
2014,56192,South West,Devon,M5,TM,296300,90200,31,30,5.7,3.54,0,307,61842,213,13286,1840,530,359,168,1481,1916,6294,81942
2014,56414,South West,Devon,A379,PR,296000,91040,A3015,M5 Junction 30,2.1,1.3,2,305,21939,69,3950,454,164,93,34,64,136,946,27208
2014,77996,South West,Devon,A379,PU,294400,89750,Glasshouse Lane,A3015 Topsham Road,0.5,0.31,825,640,27209,310,6444,523,228,96,12,64,87,1011,35614
2014,77997,South West,Devon,A3015,PR,296530,93000,Moor Lane roundabout,M5 Junction 29,0.6,0.37,282,199,14744,128,1915,103,45,5,5,24,11,193,17179
2014,99845,South West,Devon,A3015,PU,294000,90610,A377 Frog Street,A379,3.9,2.42,481,365,19085,514,2317,220,82,28,18,12,19,380,22661
2014,99846,South West,Devon,A3015,PU,295301,91193,A379,Moor Lane roundabout,2.7,1.68,310,218,16202,140,2104,113,50,5,6,27,12,213,18878
